Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,label
192.168.220.130-192.168.220.1-80-60540-6,192.168.220.1,60540,192.168.220.130,80,6,28-04-2025 15:27,2006545,4,6,0,0,0,0,0,0,0,0,0,0,0,4.983690872,222949.4444,264324.8438,502576,28,1503899,501299.6667,1224.931155,502599,500166,2006545,401309,224319.0828,502642,39,0,0,0,0,128,132,1.993476349,2.990214523,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
175.100.184.8-192.168.220.130-80-59116-6,192.168.220.130,59116,175.100.184.8,80,6,28-04-2025 15:49,11413825,5,5,415,731,415,0,83,185.5936421,731,0,146.2,326.9131383,100.4045533,0.876130482,1268202.778,3292578.748,10000000,70,11400000,2848125,4787362.628,10000000,1099,11400000,2853456.25,5443718.715,11000000,1751,0,0,0,0,100,124,0.438065241,0.438065241,0,731,104.1818182,242.3207866,58719.36364,0,1,0,0,0,0,0,0,1,114.6,83,146.2,0,0,0,0,0,0,5,415,5,731,-1,64240,1,0,399062,0,399062,399062,10000000,0,10000000,10000000,normal,0
142.251.42.22-192.168.220.130-443-43984-6,142.251.42.22,443,192.168.220.130,43984,6,28-04-2025 15:49,20885,2,1,0,0,0,0,0,0,0,0,0,0,0,143.6437635,10442.5,14274.36459,20536,349,20536,20536,0,20536,20536,0,0,0,0,0,0,0,0,0,40,20,95.76250898,47.88125449,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-58539-6,192.168.220.1,58539,192.168.220.130,80,6,28-04-2025 15:27,2010436,4,6,0,0,0,0,0,0,0,0,0,0,0,4.974045431,223381.7778,264842.5347,507169,8,1503229,501076.3333,979.0614553,502179,500309,2010436,402087.2,224785.852,507197,8,0,0,0,0,128,132,1.989618172,2.984427259,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-43385-53-17,192.168.220.130,43385,192.168.220.2,53,17,28-04-2025 15:49,14053,1,3,31,371,31,31,31,0,192,31,123.6666667,83.21257918,28605.9916,284.6367324,4684.333333,7549.891677,13400,157,0,0,0,0,0,14053,7026.5,9235.521669,13557,496,0,0,0,0,8,24,71.15918309,213.4775493,31,192,86.6,77.70649908,6038.3,0,0,0,0,0,0,0,0,3,108.25,31,123.6666667,0,0,0,0,0,0,1,31,3,371,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-58145-6,192.168.220.1,58145,192.168.220.130,80,6,28-04-2025 15:27,2005166,4,6,0,0,0,0,0,0,0,0,0,0,0,4.987118273,222796.2222,264114.7207,502005,25,1503004,501001.3333,428.9059726,501346,500521,2005166,401033.2,224142.106,502074,77,0,0,0,0,128,132,1.994847309,2.992270964,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.251.42.78-192.168.220.130-443-51230-6,192.168.220.130,51230,142.251.42.78,443,6,28-04-2025 15:47,117746576,15,17,1181,7014,517,0,78.73333333,144.5062859,4236,0,412.5882353,1047.206824,69.5986268,0.271770111,3798276.645,14700000,59000000,1,118000000,8409673.286,21300000,59000000,157,118000000,7359156.375,20100000,59000000,1,0,0,0,0,300,364,0.127392239,0.144377871,0,4236,248.3333333,766.2899527,587200.2917,0,1,0,0,0,0,0,0,1,256.09375,78.73333333,412.5882353,0,0,0,0,0,0,15,1181,17,7014,-1,64240,8,0,145895,134890.518,241277,50513,58700000,363672.7957,59000000,58500000,normal,0
192.168.220.130-192.168.220.1-80-59528-6,192.168.220.1,59528,192.168.220.130,80,6,28-04-2025 15:27,2004485,4,6,0,0,0,0,0,0,0,0,0,0,0,4.988812588,222720.5556,264078.1235,502303,27,1502125,500708.3333,438.5445625,501197,500349,2004485,400897,224094.4717,502341,27,0,0,0,0,128,132,1.995525035,2.993287553,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-57972-6,192.168.220.1,57972,192.168.220.130,80,6,28-04-2025 15:27,2005490,4,6,0,0,0,0,0,0,0,0,0,0,0,4.986312572,222832.2222,264192.9289,501418,28,1504031,501343.6667,161.7168307,501460,501159,2005490,401098,224202.207,501509,33,0,0,0,0,128,132,1.994525029,2.991787543,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-54506-53-17,192.168.220.130,54506,192.168.220.2,53,17,28-04-2025 15:49,28465,1,3,38,346,38,38,38,0,178,38,115.3333333,71.14304838,13490.25119,140.5234499,9488.333333,16319.22953,28332,0,0,0,0,0,0,28465,14232.5,20127.79453,28465,0,0,0,0,0,8,24,35.13086246,105.3925874,38,178,84.4,65.7632116,4324.8,0,0,0,0,0,0,0,0,3,105.5,38,115.3333333,0,0,0,0,0,0,1,38,3,346,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
142.251.42.97-192.168.220.130-443-49118-6,142.251.42.97,443,192.168.220.130,49118,6,28-04-2025 15:48,235342,2,1,0,0,0,0,0,0,0,0,0,0,0,12.7474059,117671,165931.0915,235002,340,235002,235002,0,235002,235002,0,0,0,0,0,0,0,0,0,40,20,8.498270602,4.249135301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-39983-53-17,192.168.220.130,39983,192.168.220.2,53,17,28-04-2025 15:46,114905,1,3,33,321,33,33,33,0,156,33,107,65.19969325,3080.805883,34.81136591,38301.66667,58824.58939,106097,774,0,0,0,0,0,114905,57452.5,69888.31293,106871,8034,0,0,0,0,8,24,8.702841478,26.10852443,33,156,77.4,61.3864806,3768.3,0,0,0,0,0,0,0,0,3,96.75,33,107,0,0,0,0,0,0,1,33,3,321,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
142.250.192.78-192.168.220.130-443-32924-17,192.168.220.130,32924,142.250.192.78,443,17,28-04-2025 15:47,1693791,20,19,3987,10554,1357,31,199.35,404.1661038,1357,26,555.4736842,592.4879153,8584.88444,23.02527289,44573.44737,209316.2247,1295976,0,1678425,88338.15789,293490.3674,1295976,103,1672373,92909.61111,310268.502,1329533,0,0,0,0,0,160,152,11.80783225,11.21744064,26,1357,397.45,545.4350393,297499.3821,0,0,0,0,0,0,0,0,0,407.6410256,199.35,555.4736842,0,0,0,0,0,0,20,3987,19,10554,-1,-1,20,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-58841-6,192.168.220.1,58841,192.168.220.130,80,6,28-04-2025 15:27,2005899,4,6,0,0,0,0,0,0,0,0,0,0,0,4.98529587,222877.6667,264231.5792,501839,15,1503933,501311,548.2727423,501790,500713,2005899,401179.8,224215.284,501854,92,0,0,0,0,128,132,1.994118348,2.991177522,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.250.183.67-192.168.220.130-80-46944-6,192.168.220.130,46944,142.250.183.67,80,6,28-04-2025 15:47,5926941,2,2,0,0,0,0,0,0,0,0,0,0,0,0.674884397,1975647,3403861.802,5906070,118,5906070,5906070,0,5906070,5906070,20753,20753,0,20753,20753,0,0,0,0,40,64,0.337442198,0.337442198,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
142.250.183.206-192.168.220.130-443-33426-6,142.250.183.206,443,192.168.220.130,33426,6,28-04-2025 15:49,5841,1,2,31,0,31,31,31,0,0,0,0,0,5307.310392,513.6106831,2920.5,4072.227953,5800,41,0,0,0,0,0,5841,5841,0,5841,5841,0,0,0,0,20,40,171.203561,342.4071221,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,2,10.33333333,31,0,0,0,0,0,0,0,1,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-56927-53-17,192.168.220.130,56927,192.168.220.2,53,17,28-04-2025 15:49,12926,1,3,35,293,35,35,35,0,141,35,97.66666667,55.58177159,25375.21275,309.453814,4308.666667,6728.445313,12073,185,0,0,0,0,0,12926,6463,8195.367594,12258,668,0,0,0,0,8,24,77.3634535,232.0903605,35,141,72.6,52.18045611,2722.8,0,0,0,0,0,0,0,0,3,90.75,35,97.66666667,0,0,0,0,0,0,1,35,3,293,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
142.250.182.194-192.168.220.130-443-52526-6,142.250.182.194,443,192.168.220.130,52526,6,28-04-2025 15:48,21832,2,1,0,0,0,0,0,0,0,0,0,0,0,137.4129718,10916,15153.29832,21631,201,21631,21631,0,21631,21631,0,0,0,0,0,0,0,0,0,40,20,91.60864786,45.80432393,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
142.250.183.195-192.168.220.130-443-41583-17,192.168.220.130,41583,142.250.183.195,443,17,28-04-2025 15:47,144432,13,69,1062,85067,563,31,81.69230769,145.3211298,1357,26,1232.855072,355.3488044,596329.0684,567.7412208,1783.111111,6758.255842,55169,0,120784,10065.33333,16841.85414,61015,553,142398,2094.088235,7817.025454,56804,0,0,0,0,0,104,552,90.00775451,477.7334663,26,1357,1054.048193,534.5273249,285719.4611,0,0,0,0,0,0,0,0,5,1066.902439,81.69230769,1232.855072,0,0,0,0,0,0,13,1062,69,85067,-1,-1,13,0,0,0,0,0,0,0,0,0,normal,0
142.250.67.202-192.168.220.130-443-50492-6,192.168.220.130,50492,142.250.67.202,443,6,28-04-2025 15:47,430421,21,20,1205,20590,517,0,57.38095238,130.1462547,4236,0,1029.5,1363.313668,50636.46987,95.25557536,10760.525,29341.99122,159348,0,409797,20489.85,39705.65947,159348,60,430041,22633.73684,41437.53181,159876,0,0,0,0,0,420,424,48.78944104,46.46613432,0,4236,518.9285714,1054.712084,1112417.58,0,1,0,0,0,0,0,0,0,531.5853659,57.38095238,1029.5,0,0,0,0,0,0,21,1205,20,20590,-1,64240,8,0,0,0,0,0,0,0,0,0,normal,0
142.251.42.98-192.168.220.130-443-57148-17,192.168.220.130,57148,142.251.42.98,443,17,28-04-2025 15:47,4832987,16,18,1006,7768,265,31,62.875,66.84596722,1357,24,431.5555556,537.3569547,1815.440431,7.034986852,146454.1515,739594.6597,4258314,0,4810993,320732.8667,1091266.046,4258314,249,4810524,282972,1036349.544,4293744,0,0,0,0,0,128,144,3.310582048,3.724404804,24,1357,289.4571429,463.3748542,214716.2555,0,0,0,0,0,0,0,0,1,297.9705882,62.875,431.5555556,0,0,0,0,0,0,16,1006,18,7768,-1,-1,16,0,0,0,0,0,0,0,0,0,normal,0
142.250.183.195-192.168.220.130-443-55866-6,192.168.220.130,55866,142.250.183.195,443,6,28-04-2025 15:47,613684,20,24,1706,7820,517,0,85.3,126.7384792,2831,0,325.8333333,689.6009978,15522.64683,71.6981378,14271.72093,52702.12027,333246,38,602787,31725.63158,77102.84324,333977,332,612317,26622.47826,70642.00795,333953,194,0,0,0,0,400,504,32.59006264,39.10807517,0,2831,211.6888889,520.4853427,270904.9919,0,1,0,0,0,0,0,0,1,216.5,85.3,325.8333333,0,0,0,0,0,0,20,1706,24,7820,-1,64240,14,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-59464-6,192.168.220.1,59464,192.168.220.130,80,6,28-04-2025 15:27,2006363,4,6,0,0,0,0,0,0,0,0,0,0,0,4.984142949,222929.2222,264323.1373,502373,29,1505602,501867.3333,750.8723815,502408,501010,2006363,401272.6,224300.932,502408,33,0,0,0,0,128,132,1.99365718,2.99048577,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-59657-53-17,192.168.220.130,59657,192.168.220.2,53,17,28-04-2025 15:48,75607,1,3,43,173,43,43,43,0,71,43,57.66666667,14.04753834,2856.878331,52.90515428,25202.33333,33210.97807,62894,235,0,0,0,0,0,75607,37803.5,35815.66557,63129,12478,0,0,0,0,8,24,13.22628857,39.67886571,43,71,51.8,12.77497554,163.2,0,0,0,0,0,0,0,0,3,64.75,43,57.66666667,0,0,0,0,0,0,1,43,3,173,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-62774-6,192.168.220.1,62774,192.168.220.130,80,6,28-04-2025 15:28,2010729,4,6,0,0,0,0,0,0,0,0,0,0,0,4.973320622,223414.3333,264872.871,508316,25,1510078,503359.3333,4314.469183,508341,500825,2010729,402145.8,224809.6293,508347,37,0,0,0,0,128,132,1.989328249,2.983992373,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.250.192.78-192.168.220.130-443-34114-6,142.250.192.78,443,192.168.220.130,34114,6,28-04-2025 15:47,6300,2,2,31,0,31,0,15.5,21.92031022,0,0,0,0,4920.634921,634.9206349,2100,3208.04255,5796,37,5796,5796,0,5796,5796,6300,6300,0,6300,6300,0,0,0,0,40,40,317.4603175,317.4603175,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,1,7.75,15.5,0,0,0,0,0,0,0,2,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-62605-6,192.168.220.1,62605,192.168.220.130,80,6,28-04-2025 15:28,2012160,4,6,0,0,0,0,0,0,0,0,0,0,0,4.969783715,223573.3333,265101.1502,505632,19,1506489,502163,1716.377872,504136,501014,2012160,402432,224964.0916,505664,19,0,0,0,0,128,132,1.987913486,2.981870229,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-38610-53-17,192.168.220.130,38610,192.168.220.2,53,17,28-04-2025 15:47,20109,1,3,33,143,33,33,33,0,61,33,47.66666667,14.04753834,8752.299965,198.9159083,6703,10915.75774,19306,237,0,0,0,0,0,20109,10054.5,13418.76539,19543,566,0,0,0,0,8,24,49.72897707,149.1869312,33,61,41.8,12.77497554,163.2,0,0,0,0,0,0,0,0,3,52.25,33,47.66666667,0,0,0,0,0,0,1,33,3,143,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-61080-6,192.168.220.1,61080,192.168.220.130,80,6,28-04-2025 15:27,2005086,4,6,0,0,0,0,0,0,0,0,0,0,0,4.987317252,222787.3333,264134.6377,501819,19,1503184,501061.3333,336.2979829,501279,500674,2005086,401017.2,224152.9369,501896,41,0,0,0,0,128,132,1.994926901,2.992390351,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-61125-6,192.168.220.1,61125,192.168.220.130,80,6,28-04-2025 15:27,2004667,4,6,0,0,0,0,0,0,0,0,0,0,0,4.988359663,222740.7778,264034.2965,501637,35,1502889,500963,58.20652884,501029,500919,2004667,400933.4,224069.6209,501763,106,0,0,0,0,128,132,1.995343865,2.993015798,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.250.199.177-192.168.220.130-443-44331-17,192.168.220.130,44331,142.250.199.177,443,17,28-04-2025 15:47,342341,12,15,1356,8647,832,32,113,227.4542911,1357,24,576.4666667,610.3209772,29219.40404,78.8687303,13166.96154,17615.21682,61559,0,273031,24821,28872.15449,86328,118,342341,24452.92857,27456.53652,76079,0,0,0,0,0,96,120,35.05276902,43.81596128,24,1357,405.7142857,549.5602186,302016.4339,0,0,0,0,0,0,0,0,1,420.7407407,113,576.4666667,0,0,0,0,0,0,12,1356,15,8647,-1,-1,12,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-45465-53-17,192.168.220.130,45465,192.168.220.2,53,17,28-04-2025 15:48,16176,1,3,29,455,29,29,29,0,285,29,151.6666667,128.3329004,29920.87043,247.2799209,5392,8988.172284,15768,1,0,0,0,0,0,16176,8088,11436.74508,16175,1,0,0,0,0,8,24,61.81998022,185.4599407,29,285,102.6,112.9105841,12748.8,0,0,0,0,0,0,0,0,3,128.25,29,151.6666667,0,0,0,0,0,0,1,29,3,455,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
142.250.183.67-192.168.220.130-80-46936-6,192.168.220.130,46936,142.250.183.67,80,6,28-04-2025 15:49,27140013,5,6,413,509,413,0,82.6,184.6992149,509,0,84.83333333,207.7983798,33.97198078,0.405305628,2714001.3,4311498.673,10200000,30,16900000,4224929.25,4644519.038,10200000,82970,27100000,5428002.6,5350076.254,11200000,392,0,0,0,0,100,120,0.184229831,0.221075797,0,509,76.83333333,180.6074766,32619.06061,0,0,0,0,1,0,0,0,1,83.81818182,82.6,84.83333333,0,0,0,0,0,0,5,413,6,509,-1,64240,1,0,27866.33333,47721.23811,82970,237,8677389.333,2646975,10200000,5621178,normal,0
192.168.220.130-192.168.220.2-55526-53-17,192.168.220.130,55526,192.168.220.2,53,17,28-04-2025 15:49,25132,1,3,32,318,32,32,32,0,155,32,106,65.19969325,13926.46825,159.1596371,8377.333333,14305.20151,24895,1,0,0,0,0,0,25132,12566,17769.59341,25131,1,0,0,0,0,8,24,39.78990928,119.3697278,32,155,76.4,61.3864806,3768.3,0,0,0,0,0,0,0,0,3,95.5,32,106,0,0,0,0,0,0,1,32,3,318,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,28-04-2025 15:46,78029126,39,1,0,0,0,0,0,0,0,0,0,0,0,0.512629092,2000746.821,5151076.674,32800000,634899,76800000,2021429.684,5218580.326,32800000,634899,0,0,0,0,0,0,0,0,0,0,0,0.499813365,0.012815727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,-1,-1,0,0,8389899.5,7622904.551,13800000,2999692,19300000,19200000,32800000,5719163,normal,0
192.168.220.130-192.168.220.1-80-59989-6,192.168.220.1,59989,192.168.220.130,80,6,28-04-2025 15:27,2004438,4,6,0,0,0,0,0,0,0,0,0,0,0,4.988929565,222715.3333,264064.2755,501238,32,1503220,501073.3333,190.5684479,501278,500901,2004438,400887.6,224079.5474,501273,42,0,0,0,0,128,132,1.995571826,2.993357739,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-34338-53-17,192.168.220.130,34338,192.168.220.2,53,17,28-04-2025 15:46,21579,1,3,43,226,43,43,43,0,124,43,75.33333333,42.89910644,12465.82325,185.3654015,7193,10280.273,18989,144,0,0,0,0,0,21579,10789.5,11799.49086,19133,2446,0,0,0,0,8,24,46.34135039,139.0240512,43,124,62.4,35.12548932,1233.8,0,0,0,0,0,0,0,0,3,78,43,75.33333333,0,0,0,0,0,0,1,43,3,226,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-60052-6,192.168.220.1,60052,192.168.220.130,80,6,28-04-2025 15:27,2005577,4,6,0,0,0,0,0,0,0,0,0,0,0,4.986096271,222841.8889,264104.1583,502502,10,1504744,501581.3333,863.5301577,502539,500862,2005577,401115.4,224226.1492,502642,10,0,0,0,0,128,132,1.994438508,2.991657762,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-58667-6,192.168.220.1,58667,192.168.220.130,80,6,28-04-2025 15:27,2003183,4,6,0,0,0,0,0,0,0,0,0,0,0,4.992055144,222575.8889,263864.8469,501236,14,1501840,500613.3333,160.5314092,500751,500437,2003183,400636.6,223955.1444,501404,14,0,0,0,0,128,132,1.996822058,2.995233087,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-62669-6,192.168.220.1,62669,192.168.220.130,80,6,28-04-2025 15:28,2004728,4,6,0,0,0,0,0,0,0,0,0,0,0,4.988207877,222747.5556,264039.9824,501585,42,1503703,501234.3333,453.4758354,501627,500738,2004728,400945.6,224082.0215,501681,96,0,0,0,0,128,132,1.995283151,2.992924726,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-60476-6,192.168.220.1,60476,192.168.220.130,80,6,28-04-2025 15:27,2006163,4,6,0,0,0,0,0,0,0,0,0,0,0,4.984639832,222907,264262.0213,503811,18,1504803,501601,1979.930302,503829,500043,2006163,401232.6,224282.6904,503837,32,0,0,0,0,128,132,1.993855933,2.990783899,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.251.42.22-192.168.220.130-443-38585-17,192.168.220.130,38585,142.251.42.22,443,17,28-04-2025 15:47,90486670,69,619,6641,799068,294,29,96.24637681,100.8394772,1357,26,1290.901454,261.8454267,8904.173399,7.603329861,131712.7656,1629155.301,29700000,0,90400000,1329979.765,5063334.636,29700000,236,90500000,146418.5599,1718572.275,29700000,0,0,0,0,0,552,4952,0.762543256,6.840786604,26,1357,1171.358491,437.5182196,191422.1925,0,0,0,0,0,0,0,0,8,1173.061047,96.24637681,1290.901454,0,0,0,0,0,0,69,6641,619,799068,-1,-1,69,0,2743672.5,2779049.832,6140537,71800,19800000,8804631.216,29700000,8445173,normal,0
192.168.220.130-103.226.190.209-38614-443-6,192.168.220.130,38614,103.226.190.209,443,6,28-04-2025 15:47,115937605,147,150,3723,936289,3118,0,25.32653061,260.3947784,25916,0,6241.926667,5379.314522,8107.912873,2.561722747,391681.098,1936200.225,10200000,0,116000000,794032.7192,2702914.736,10200000,46,114000000,762060.7248,2700580.146,11000000,0,0,0,0,0,2940,3024,1.26792338,1.293799367,0,25916,3154.402685,4923.892642,24200000,0,1,0,0,0,0,0,0,1,3165.023569,25.32653061,6241.926667,0,0,0,0,0,0,147,3723,150,936289,-1,64240,4,0,122161.6364,311191.0754,1011975,187,10200000,88298.58016,10200000,10000000,normal,0
192.168.220.130-5.223.43.17-39478-443-6,5.223.43.17,443,192.168.220.130,39478,6,28-04-2025 15:49,192,1,1,0,0,0,0,0,0,0,0,0,0,0,10416.66667,192,0,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5208.333333,5208.333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-58663-6,192.168.220.1,58663,192.168.220.130,80,6,28-04-2025 15:27,2005206,4,6,0,0,0,0,0,0,0,0,0,0,0,4.98701879,222800.6667,264119.0395,501769,11,1504587,501529,457.2712543,501796,501001,2005206,401041.2,224183.4924,501950,11,0,0,0,0,128,132,1.994807516,2.992211274,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
172.67.184.41-192.168.220.130-44536-443-17,192.168.220.130,443,172.67.184.41,44536,17,28-04-2025 15:49,14414414,10,1,2011,459,459,25,201.1,221.9701932,459,459,459,0,171.3562549,0.763125022,1441441.4,2057677.091,5145308,49,14400000,1601592.333,2115359.49,5145308,49,0,0,0,0,0,0,0,0,0,80,8,0.69375002,0.069375002,25,459,244.0833333,224.4773559,50390.08333,0,0,0,0,0,0,0,0,0,266.2727273,201.1,459,0,0,0,0,0,0,10,2011,1,459,-1,-1,10,0,9269106,0,9269106,9269106,5145308,0,5145308,5145308,normal,0
172.179.183.99-192.168.220.130-443-59936-6,192.168.220.130,59936,172.179.183.99,443,6,28-04-2025 15:49,12035146,9,9,1189,3879,592,0,132.1111111,241.6280429,3378,0,431,1111.398218,421.1000016,1.49561958,707949.7647,2413840.368,10000000,36,11800000,1476790.625,3469270.616,10000000,1455,12000000,1504393.25,3857914.226,11000000,1224,0,0,0,0,180,204,0.74780979,0.74780979,0,3378,266.7368421,775.5223216,601434.8713,0,1,0,0,0,0,0,0,1,281.5555556,132.1111111,431,0,0,0,0,0,0,9,1189,9,3879,-1,64240,3,0,985865,0,985865,985865,10000000,0,10000000,10000000,normal,0
